ID,MainActivityType,InstallationOrAircraftOperatorID,InstallationNameOrAircraftOperatorCode,LatestComplianceCode,MainActivityTypeCode,PermitOrPlanID,AccountHolderName,PermitOrPlanDate,NationalAdministratorCode,NationalAdministrator,AMOwnershipFirstYear,AMOwnershipLastYear,FirstYearOfEmissions,LastYearOfEmissions,Address1,ZipCode,City,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,Latitude,Longitude,Link
DE204544,Production or processing of ferrous metals,204544,Walzwerk,A,25,14226-0080,ArcelorMittal Hamburg GmbH,2013-01-01,DE,Germany,,,2013,,Dradenaustraße 33,21129,Hamburg,,,,,,,,49086,49580,48464,49222,41933,44761,42552,46899,49199,,,,,,,,,,53.5247466,9.900063,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=110094&action=all&languageCode=en&registryCode=DE
DE206226,Production or processing of ferrous metals,206226,Drahtwalzwerk Standort Ruhrort,A,25,14226-0094,ArcelorMittal Hochfeld GmbH,2013-01-01,DE,Germany,,,2013,,Vohwinkelstraße 107,47137,Duisburg,,,,,,,,16622,28983,32011,31611,32904,31951,31854,32707,33088,,,,,,,,,,51.4581606,6.7434963,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=111757&action=all&languageCode=en&registryCode=DE
IT515,Production of pig iron or steel,515,Stabilimento di Taranto,A,24,IT-A-762,Acciaierie d'Italia S.p.A.,2006-04-04,IT,Italy,2018,,2005,,"Via APPIA Km 648, SNC",74100,TARANTO,,,,,,,,,,,,,6069617,5898625,4834123,5246390,,,,,,,,,,40.4919978,17.2147064,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=102266&action=all&languageCode=en&registryCode=IT
IT72,Production or processing of ferrous metals,72,Stabilimento di Novi Ligure,A,25,IT-A-89,Acciaierie d'Italia S.p.A.,2006-04-04,IT,Italy,2018,,2005,,"Via Boscomarengo, 1",15067,NOVI LIGURE,,,,,,,,,,,,,94329,78816,53894,88609,,,,,,,,,,44.7726189,8.7673497,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=102269&action=all&languageCode=en&registryCode=IT
IT86,Production or processing of ferrous metals,86,Stabilimento di Genova Comigliano,A,25,IT-A-106,Acciaierie d'Italia S.p.A.,2006-04-04,IT,Italy,2018,,2005,,"Via Pionieri e Aviatori d'Italia, 8",16154,GENOVA,,,,,,,,,,,,,72831,65402,55874,71899,,,,,,,,,,44.4198611,8.8573349,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=102272&action=all&languageCode=en&registryCode=IT
IT511,Combustion of fuels,511,ArcelorMittal Italy Energy srl,A,20,IT-A-758,AdI Energia S.r.l,2006-04-04,IT,Italy,2019,,2005,,"Via Appia Km 648, SNC",74123,TARANTO,,,,,,,,,,,,,,4351677,3442085,4405242,,,,,,,,,,40.4919978,17.2147064,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=102989&action=all&languageCode=en&registryCode=IT
IT205245,Combustion of fuels,205245,ArcelorMittal Piombino S.p.A.,A,20,IT-A-2333,LIBERTY MAGONA S.R.L.,2013-01-01,IT,Italy,,2018,2013,,Via di Portovecchio 34,57025,Piombino (LI),,,,,,,,22710,27457,34053,37697,39557,40082,,,,,,,,,,,,,42.9285118,10.5336716,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=110625&action=all&languageCode=en&registryCode=IT
LU11,Production of pig iron or steel,11,ArcelorMittal Rodange et Schifflange-Site Schiffl,C,24,EQE200511,ArcelorMittal Rodange et Schifflange- Site de Schifflange,2006-06-08,LU,Luxembourg,,,2005,2012,"11, Boulevard Aloyse Meyer",4221,Esch/Alzette,72306,81276,68791,64250,64696,47502,151,,,,,,,,,,,,,,,,,,,49.5073758,5.9901753,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=103362&action=all&languageCode=en&registryCode=LU
LU12,Production of pig iron or steel,12,ArcelorMittal Belval et Differdange - site Differd,A,24,EQE-2013-12-01,ArcelorMittal Belval et Differdange,2006-06-08,LU,Luxembourg,,,2005,,Rue Emile Mark,4503,Differdange,203597,175836,104504,83338,113123,106035,113121,177070,195614,201131,196349,176085,182906,168660,149635,158843,,,,,,,,,,49.5227814,5.895576,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=103363&action=all&languageCode=en&registryCode=LU
LU13,Production of pig iron or steel,13,ArcelorMittal Belval & Differdange-Site de Belval,A,24,EQE-2013-13-01,ArcelorMittal Belval et Differdange,2006-06-08,LU,Luxembourg,,,2005,,Site d'Esch-Belval,4008,Esch/Alzette,164930,178515,49725,39208,45284,59967,66267,185176,196275,183931,185696,200042,192504,190746,177229,182441,,,,,,,,,,49.4998982,5.9535519,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=103364&action=all&languageCode=en&registryCode=LU
LU205662,Production or processing of ferrous metals,205662,Dudelange,A,25,EOE-NEW22-2013,Libertysteel Dudelange,2013-01-01,LU,Luxembourg,,2018,2013,,ZI wolser,L-3401,dudelange,,,,,,,,28644,28580,28300,29487,29055,29354,,,,,,,,,,,,,49.5054134,6.089412,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=110931&action=all&languageCode=en&registryCode=LU
LU205713,Production or processing of ferrous metals,205713,AM Rodange et Schifflange - Site de Rodange,A,25,EQE-2013-21,ArcelorMittal Belval et Differdange,2013-01-01,LU,Luxembourg,,,2013,,2 rue de l'Industrie,L-4823,Rodange,,,,,,,,18951,20490,19758,19699,20389,22515,16982,16664,19307,,,,,,,,,,49.5512294,5.8424059,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=111112&action=all&languageCode=en&registryCode=LU
PL659,Combustion of fuels,659,KOTŁOWNIA,A,20,PL-0662-05,ArcelorMittal Warszawa Sp. z o.o.,2005-01-01,PL,Poland,,,2005,,KASPROWICZA 132,01-949,WARSZAWA,14678,12277,11435,7833,10532,10567,9557,9633,8936,8871,9109,8975,9261,8767,8862,10332,,,,,,,,,,52.2926243,20.9277718,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=92652&action=all&languageCode=en&registryCode=PL
PL660,Production of pig iron or steel,660,STALOWNIA,A,24,PL-0663-05,ArcelorMittal Warszawa Sp. z o.o.,2005-01-01,PL,Poland,,,2005,,KASPROWICZA 132,01-949,WARSZAWA,64007,65622,67456,40229,53029,61209,55635,52290,49745,49516,51801,62975,53890,50353,48871,54484,,,,,,,,,,52.2926243,20.9277718,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=92656&action=all&languageCode=en&registryCode=PL
PL367,Production of coke,367,KOKSOWNIA ARCELORMITTAL KRAKÓW,A,22,PL-0653-05,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2005,,Ujastek 1,30-969,Kraków,201404,186511,162654,74393,90960,80472,79267,89450,93232,95146,99131,100720,96586,100668,88518,115213,,,,,,,,,,50.0866911,20.0654551,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=92847&action=all&languageCode=en&registryCode=PL
PL370,Production of coke,370,KOKSOWNIA ARCELORMITTAL ZDZIESZOWICE,A,22,PL-0656-05,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2005,,Powstańców Śląskich 1,47-330,Zdzieszowice,1588920,1752999,1702792,1108563,1396914,1288114,1049569,973924,973927,922576,871696,916272,815052,533006,416596,520424,,,,,,,,,,50.421521,18.129973,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=92857&action=all&languageCode=en&registryCode=PL
PL374,Metal ore roasting or sintering,374,SPIEKALNIA ARCELORMITTAL KRAKÓW,A,23,PL-0666-05,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2005,2017,Ujastek 1,30-969,Kraków,1895596,1822112,527599,318931,204055,270243,55893,,,,,,,,,,,,,,,,,,,50.0866911,20.0654551,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=92877&action=all&languageCode=en&registryCode=PL
PL375,Metal ore roasting or sintering,375,SPIEKALNIA ARCELORMITTAL DĄBROWA GÓRNICZA,A,23,PL-0667-05,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2005,,Al. Piłsudskiego 92,41-308,Dąbrowa Górnicza,4138573,4383775,1128417,832166,1240364,1293915,1463065,1524360,1665911,1682177,1525360,1566704,1614716,1517219,1068491,1278558,,,,,,,,,,50.3455295,19.2692339,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=92881&action=all&languageCode=en&registryCode=PL
PL456,Combustion of fuels,456,ELEKTROCIEPŁOWNIA ARCELORMITTAL ZDZIESZOWICE,A,20,PL-0395-05,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2005,,Powstańców Śląskich 1,47-330,Zdzieszowice,362712,371400,329510,327009,354479,283569,301811,308685,288549,294651,282021,210979,252700,246566,208409,226211,,,,,,,,,,50.421521,18.129973,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93251&action=all&languageCode=en&registryCode=PL
PL458,Combustion of fuels,458,ELEKTROCIEPŁOWNIA ARCELORMITTAL SOSNOWIEC,A,20,PL-0402-05,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2005,,NIWECKA 1,42-200,KATOWICE,66402,66837,51985,47478,52724,46777,44976,45661,38685,41837,39109,35011,34757,30692,30669,39510,,,,,,,,,,50.2650982,19.1527927,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93257&action=all&languageCode=en&registryCode=PL
PL846,"Production of lime, or calcination of dolomite/magnesite",846,Piece szybowe do wypału wapna,A,30,PL-0774-05,ArcelorMittal Refractories sp. z o.o.,2005-01-01,PL,Poland,,,2005,2018,Ujastek 1,30-969,Kraków,128433,137506,115731,45886,29735,46406,5148,,,,,,,,,,,,,,,,,,,50.0866911,20.0654551,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93267&action=all&languageCode=en&registryCode=PL
PL847,"Production of lime, or calcination of dolomite/magnesite",847,Piec obrotowy do wypalania klinkieru dolomitowego,A,30,PL-0775-05,ArcelorMittal Refractories sp. z o.o.,2005-01-01,PL,Poland,,,2005,,Ujastek 1,30-969,Kraków,52455,45000,36304,24877,36546,28442,40635,26850,20927,22197,21998,34674,11934,,,,,,,,,,,,,50.0866911,20.0654551,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93270&action=all&languageCode=en&registryCode=PL
PL848,Manufacture of ceramics,848,Piece tunelowe do wypalania materiałów ogniotrwały,A,32,PL-0776-05,ArcelorMittal Refractories sp. z o.o.,2005-01-01,PL,Poland,,,2005,,Ujastek 1,30-969,Kraków,9703,8570,9788,12865,12864,13950,12743,15616,16832,16501,15358,15578,13669,10797,9961,11047,,,,,,,,,,50.0866911,20.0654551,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93271&action=all&languageCode=en&registryCode=PL
PL885,Production of pig iron or steel,885,WIELKI PIEC+STALOWNIA ARCELORMITTAL KRAKÓW,A,24,PL-0906-08,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2008,,Ujastek 1,30-969,Kraków,,,1586155,848321,373477,649738,835041,861368,915182,900184,639066,1021555,916846,780574,4587,2518,,,,,,,,,,50.0866911,20.0654551,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93404&action=all&languageCode=en&registryCode=PL
PL886,Production of pig iron or steel,886,WIELKI PIEC STALOWNIA ARCELORMITTAL DĄBROWA GÓRN.,A,24,PL-0907-08,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2008,,J. Piłsudskiego 92,41-308,Dąbrowa Górnicza,,,3198708,1784222,2914880,2887000,2610653,2192758,2531252,2582521,2791813,2732272,2427068,2257932,2353268,2554130,,,,,,,,,,50.3455295,19.2692339,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93408&action=all&languageCode=en&registryCode=PL
PL887,"Production of lime, or calcination of dolomite/magnesite",887,WAPNIALNIA ARCELORMITTAL DĄBROWA GÓRNICZA,A,30,PL-0908-08,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2008,,J. Piłsudskiego 92,41-308,Dąbrowa Górnicza,,,165241,111598,150694,154787,174161,296153,355187,353168,330849,355998,343017,371022,319352,337762,,,,,,,,,,50.3455295,19.2692339,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93411&action=all&languageCode=en&registryCode=PL
PL895,Production or processing of ferrous metals,895,WALCOWNIE,A,25,PL-0916-08,ArcelorMittal Warszawa Sp. z o.o.,2008-01-01,PL,Poland,,,2008,,Kasprowicza 132,01-949,Warszawa,,,42933,22858,32097,38912,34212,28700,31862,34906,34988,34474,33271,33850,28984,31548,,,,,,,,,,52.2926243,20.9277718,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93436&action=all&languageCode=en&registryCode=PL
PL897,Production or processing of ferrous metals,897,WALCOWNIA ARCELORMITTAL DĄBROWA GÓRNICZA,A,25,PL-0918-08,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2008,,J. Piłsudskiego 92,41-308,Dąbrowa Górnicza,,,423870,277353,303154,265086,190537,217893,214951,291088,268047,284594,258549,235710,221111,225873,,,,,,,,,,50.3455295,19.2692339,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93443&action=all&languageCode=en&registryCode=PL
PL898,Production or processing of ferrous metals,898,WALCOWNIA ARCELORMITTAL KRAKÓW,A,25,PL-0919-08,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2008,,Ujastek 1,30-969,Kraków,,,158948,128644,160210,164434,165959,177689,186933,195135,224432,244769,259109,218447,181286,199502,,,,,,,,,,50.0866911,20.0654551,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93446&action=all&languageCode=en&registryCode=PL
PL899,Production or processing of ferrous metals,899,WALCOWNIA ARCELORMITTAL SOSNOWIEC,A,25,PL-0920-08,ArcelorMittal Poland S.A.,2005-01-01,PL,Poland,,,2008,,Niwecka  1,41-200,Sosnowiec,,,34899,31159,34036,34439,35954,39547,43025,44669,45560,46740,39171,39073,42487,45742,,,,,,,,,,50.2649289,19.153432,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93451&action=all&languageCode=en&registryCode=PL
PL900,Production or processing of ferrous metals,900,OBRÓBKA METALI ŻELAZNYCH ARCELORMITTAL ŚWIĘTOCHŁOW,A,25,PL-0921-08,ArcelorMittal Poland S.A.,2008-01-01,PL,Poland,,,2008,,Metalowców 5,41-600,Świętochłowice,,,27094,25467,33369,33095,34732,34393,37066,36040,38140,38042,40280,39613,37682,38431,,,,,,,,,,50.2885072,18.9137651,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93455&action=all&languageCode=en&registryCode=PL
PL928,Combustion of fuels,928,Walcownia Rur,A,20,PL-0953-08,ArcelorMittal Tubular Products Kraków,2008-01-01,PL,Poland,,,2008,,Ujastek 1,30-969,Kraków,,,18313,16826,17816,16050,16322,15309,16714,15440,18141,17580,18895,16620,12718,13310,,,,,,,,,,50.0866911,20.0654551,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=93536&action=all&languageCode=en&registryCode=PL
PL202611,Production or processing of ferrous metals,202611,Walcownia ArcelorMittal Chorzów,A,25,PL-1019-13,ArcelorMittal Poland S.A.,2013-01-01,PL,Poland,,,2013,,Metalowców 13,41-500,Chorzów,,,,,,,,8867,10550,9586,9567,9571,8062,7849,9003,10124,,,,,,,,,,50.3047105,18.9588568,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=107706&action=all&languageCode=en&registryCode=PL
RO43,Production or processing of ferrous metals,43,SC ARCELORMITTAL TUBULAR PRODUCTS ROMAN SA,A,25,126,SC ARCELORMITTAL TUBULAR PRODUCTS Roman SA,2021-04-21,RO,Romania,,,2007,,"Sos. Roman - Iasi, km 333",617135,Roman,,118299,107321,47639,81416,88968,88886,87095,88614,46750,36254,36060,37923,26815,18123,21705,,,,,,,,,,47.1584549,27.6014418,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=99664&action=all&languageCode=en&registryCode=RO
RO44,Production of pig iron or steel,44,Liberty Galati SA,A,24,63,SC Liberty Galati SA,2021-02-17,RO,Romania,,2018,2007,,Smardan1,800698,Galati,,9750598,7586062,3799190,4583475,4248582,3727343,3808207,3628982,4288727,4237696,3866638,4104923,,,,,,,,,,,,,45.4353208,28.0079945,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=99665&action=all&languageCode=en&registryCode=RO
RO45,Production of pig iron or steel,45,ARCELORMITTAL HUNEDOARA SA,A,24,103,SC ARCELORMITTAL HUNEDOARA SA,2021-03-18,RO,Romania,,,2007,,"DJ 687, Nr.4",331111,Hunedoara,,96994,55193,22289,35171,33348,43278,43808,51549,50533,53448,56706,52376,45314,41977,48709,,,,,,,,,,45.7358552,22.9149899,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=99666&action=all&languageCode=en&registryCode=RO
ES798,Production or processing of ferrous metals,798,Fábrica de Bergara,A,25,ES192005000938,"ARCELORMITTAL OLABERRÍA-BERGARA, S.L.U.",2005-06-09,ES,Spain,,,2005,,"C/Ibarra, 6",20570,Bergara (Guipúzcoa),60536,61033,49504,40325,29070,12916,,23120,27671,26819,28173,26902,24900,22622,19079,22302,,,,,,,,,,43.1043395,-2.4241524,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=98404&action=all&languageCode=en&registryCode=ES
ES801,Production of pig iron or steel,801,Fábrica de Zumarraga,A,24,ES192005000941,"ARCELORMITTAL OLABERRÍA-BERGARA, S.L.U.",2005-06-09,ES,Spain,,,2005,2016,Bº ARTIZ S/N,20700,Zumarraga (Guipúzcoa),126104,96184,75991,75107,81329,80974,75407,73125,83263,88322,19485,,,,,,,,,,,,,,,43.085954,-2.3147677,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=98405&action=all&languageCode=en&registryCode=ES
ES212,Production of pig iron or steel,212,"ARCELORMITTAL ESPAÑA, S.A.",A,24,ES033305000226,"ARCELORMITTAL ESPAÑA, S.A.",2005-06-09,ES,Spain,,,2005,,Factoria Aceralia Avilés,33468,Avilés y Gijón (Asturias),5488949,5639976,5405474,4385832,5291346,4985828,4587154,5091744,4961301,5907100,5718833,5307741,5646785,5097167,3911930,5262482,,,,,,,,,,43.5585475,-5.8922372,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=98603&action=all&languageCode=en&registryCode=ES
ES799,Production of pig iron or steel,799,Fábrica de Olaberria,A,24,ES192005000939,"ARCELORMITTAL OLABERRÍA-BERGARA, S.L.U.",2005-06-09,ES,Spain,,,2005,,"CTRA. NAC. I MADRID-IRÚN, Km 417",20212,Olaberria (Guipúzcoa),108726,114709,93893,67107,86564,95930,102263,92208,101918,107130,102783,105486,106687,103520,96552,111009,,,,,,,,,,43.2514521,-2.0223881,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=98749&action=all&languageCode=en&registryCode=ES
ES1039,Production or processing of ferrous metals,1039,"ArcelorMittal España, S.A.-Fáb. Etxebarri",A,25,ES194801001198,"ARCELORMITTAL ESPAÑA, S.A.",2007-04-10,ES,Spain,,,2006,,"EGETIAGA URIBARRI, 34",48450,Etxebarri (Vizcaya),15899,15969,17420,13919,16475,14627,14791,23905,22803,27105,23984,27628,29437,28264,25392,26752,,,,,,,,,,43.245637,-2.8930297,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=98798&action=all&languageCode=en&registryCode=ES
ES711,Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting,711,"ArcelorMittal Madrid, S.L.",A,5,ES152805000837,"ARCELORMITTAL MADRID, S.L.",2005-06-09,ES,Spain,,,2005,2012,"Ctra. Toledo, Km. 9,200",28021,Madrid (Madrid),72612,72619,70765,42553,55782,43292,,,,,,,,,,,,,,,,,,,,40.3479954,-3.7229276,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=99135&action=all&languageCode=en&registryCode=ES
ES802,Production of pig iron or steel,802,"Arcelormittal Sestao, S.L.U",A,24,ES194805000942,"ARCELORMITTAL SESTAO, S.L.U.",2005-06-09,ES,Spain,,,2005,,"C/ CHAVARRI, 6",48910,Sestao (Vizcaya),259189,279206,243295,168184,230288,165047,53307,117709,115885,105411,21973,57671,63691,56894,39377,104879,,,,,,,,,,43.313433,-3.0109258,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=99157&action=all&languageCode=en&registryCode=ES
ES988,Production or processing of ferrous metals,988,"ARCELORMITTAL ESPAÑA, S.A.",A,25,ES104601001147,"ARCELORMITTAL ESPAÑA, S.A.",2007-04-10,ES,Spain,,,2006,,"Carretera Acceso IV, Planta p.km. 3,9",46520,Sagunto  (Valencia),15882,16334,13440,8919,11557,10693,10471,65766,71802,71519,77245,74607,76130,70258,54766,67291,,,,,,,,,,39.4826443,-0.3751665,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=99449&action=all&languageCode=en&registryCode=ES
ES205568,Production or processing of ferrous metals,205568,"ArcelorMittal Lesaka, S.A.",A,25,ES18310610653,"ARCELORMITTAL ESPAÑA, S.A.",2011-06-21,ES,Spain,,,2013,,"Arratzubi, 5",31770,Lesaka,,,,,,,,19253,20556,19678,19773,20317,20654,19903,16614,20542,,,,,,,,,,43.2473876,-1.7021937,https://ec.europa.eu/clima/ets/ohaDetails.do?accountID=110795&action=all&languageCode=en&registryCode=ES
